Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"GINI index (World Bank estimate), average 2000-2017, unbalanced panel","gini of household income reported in Gallup, by wp5-year"
Niger,2018,medium,low,low,low,medium,medium,medium,high,high,high,medium,low,3.5702004432678223,0.6913623809814453,medium,high
Niger,2019,medium,low,low,low,high,medium,medium,high,medium,high,medium,low,3.077076911926269,0.6149794459342957,medium,high
Nigeria,2016,medium,medium,medium,low,medium,medium,high,medium,low,medium,low,low,2.5199592113494877,0.4827907681465149,medium,medium
Nigeria,2017,medium,medium,medium,low,high,medium,high,medium,low,medium,low,low,2.9479031562805176,0.5539163947105408,medium,medium
Nigeria,2018,medium,medium,medium,low,medium,medium,high,high,medium,medium,low,low,2.6391255855560303,0.5024715662002563,medium,medium
Nigeria,2019,low,medium,medium,low,medium,medium,high,medium,low,low,low,low,2.734458446502685,0.6276848912239075,medium,medium
North Cyprus,2016,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,1.857637882232666,0.3187913298606873,medium,low
North Cyprus,2018,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,1.807883143424988,0.32237252593040466,medium,low
North Cyprus,2019,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,1.9528169631958008,0.3572259843349457,medium,low
Norway,2016,high,high,high,high,high,medium,low,high,low,medium,high,high,1.5792648792266846,0.2078983634710312,low,low
Norway,2017,high,high,high,high,high,high,low,high,low,high,high,high,1.6217260360717771,0.2139834612607956,low,low
Norway,2018,high,high,high,high,high,medium,low,high,low,high,high,high,1.5195953845977783,0.2041297554969788,low,low
Norway,2019,high,high,high,high,high,medium,low,high,low,medium,high,high,1.5853207111358645,0.2130194753408432,low,low
Pakistan,2016,medium,low,low,low,low,medium,high,medium,medium,medium,low,low,1.956958293914795,0.3526999056339264,low,low
Pakistan,2017,medium,low,low,low,medium,medium,medium,low,medium,medium,low,low,1.778067946434021,0.3049403727054596,low,medium
Pakistan,2018,medium,low,low,low,medium,medium,high,low,high,medium,low,low,2.363150119781494,0.4318974614143372,low,low
Palestinian Territories,2016,medium,low,medium,medium,low,low,high,low,high,medium,low,medium,2.3755087852478027,0.4841438233852386,medium,medium
Palestinian Territories,2017,low,low,medium,medium,low,low,high,low,high,medium,low,medium,2.521674156188965,0.5448578000068665,medium,medium
Palestinian Territories,2018,low,low,medium,medium,low,low,high,low,high,low,low,medium,2.5803892612457275,0.5666301250457764,medium,medium
Palestinian Territories,2019,low,low,medium,medium,low,low,high,medium,high,low,low,medium,2.569387197494507,0.5731992721557617,medium,medium
Panama,2016,medium,high,high,high,high,low,high,high,low,low,high,medium,2.645735740661621,0.432476669549942,high,medium
Panama,2017,high,high,high,high,high,low,high,high,low,low,high,medium,2.67718768119812,0.4076319634914398,high,medium
Panama,2018,high,high,high,high,high,low,high,high,low,low,high,medium,2.5328612327575684,0.4032297730445862,high,medium
Panama,2019,medium,high,high,high,high,low,high,high,low,low,high,medium,2.914560079574585,0.478899359703064,high,medium
Paraguay,2016,medium,medium,high,medium,high,medium,medium,high,low,low,medium,low,1.9607025384902956,0.3379717469215393,high,medium
Paraguay,2017,medium,medium,high,medium,high,medium,high,high,low,low,medium,low,2.428467273712158,0.4250554442405701,high,medium
Paraguay,2019,medium,medium,high,medium,high,medium,high,high,medium,low,medium,low,2.598292827606201,0.4596612453460693,high,medium
Peru,2016,medium,medium,medium,medium,high,low,high,high,medium,low,medium,medium,2.3739392757415767,0.416434645652771,high,medium
Peru,2017,medium,medium,medium,medium,high,low,high,high,high,low,medium,medium,2.5943140983581543,0.4542712271213532,high,medium
Peru,2018,medium,medium,medium,medium,high,low,high,high,high,low,medium,medium,2.694195508956909,0.474358469247818,high,medium
Peru,2019,medium,medium,medium,medium,medium,low,high,high,high,low,medium,medium,2.596575975418091,0.4328072667121887,high,medium
Philippines,2016,medium,medium,medium,medium,high,medium,high,high,medium,high,medium,medium,2.4706177711486816,0.4549242854118347,high,medium
Philippines,2017,medium,medium,medium,medium,high,low,medium,high,medium,high,medium,medium,2.5971851348876958,0.464258074760437,high,medium
Philippines,2018,medium,medium,medium,medium,high,low,medium,high,high,high,medium,medium,2.7002577781677246,0.4600746929645538,high,medium
Philippines,2019,high,medium,medium,medium,high,medium,medium,high,medium,high,medium,medium,2.5844788551330566,0.4123458862304688,high,medium
Poland,2016,medium,high,high,medium,high,low,high,high,low,low,high,high,1.8458486795425413,0.29954978823661804,low,low
Poland,2017,high,high,high,medium,high,low,medium,medium,low,medium,high,high,1.6274428367614746,0.262437105178833,low,low
Poland,2018,medium,high,high,high,high,low,medium,medium,low,medium,high,medium,1.7358081340789795,0.2840239405632019,low,low
Poland,2019,high,high,high,high,high,low,medium,medium,low,medium,high,high,1.6209763288497925,0.2596847116947174,low,low
Portugal,2016,medium,high,high,high,high,low,high,medium,medium,low,high,high,2.1320128440856934,0.3914365470409393,medium,medium
Portugal,2017,medium,high,high,high,high,low,high,medium,medium,medium,high,high,2.205086708068848,0.3860784471035004,medium,medium
Portugal,2018,medium,high,high,high,high,low,high,medium,medium,medium,high,high,2.1706221103668213,0.3666701316833496,medium,medium
Portugal,2019,medium,high,high,high,high,low,high,medium,medium,medium,high,high,2.1275293827056885,0.34903430938720703,medium,medium
Romania,2016,medium,high,medium,medium,high,low,high,medium,medium,low,high,medium,2.1998863220214844,0.36855989694595337,medium,low
Romania,2017,medium,high,medium,medium,high,low,high,medium,low,low,medium,medium,2.141298055648804,0.351614385843277,medium,medium
Romania,2018,medium,high,medium,medium,high,low,high,medium,medium,low,medium,medium,2.1965672969818115,0.35711437463760376,medium,low
Romania,2019,medium,high,medium,medium,high,low,high,medium,low,low,high,medium,2.2175679206848145,0.3617599904537201,medium,medium
Russia,2016,medium,high,high,medium,medium,low,high,medium,low,medium,low,low,2.0901989936828613,0.3569971621036529,medium,low
Russia,2017,medium,high,high,medium,medium,low,high,medium,low,medium,medium,low,2.1246886253356934,0.3808543682098389,medium,low
Russia,2018,medium,high,high,medium,medium,low,high,medium,low,medium,medium,low,2.1814813613891597,0.3956618010997772,medium,medium
Rwanda,2016,low,low,low,low,high,medium,low,high,medium,high,medium,medium,1.895575165748596,0.5687311291694641,high,high
Rwanda,2017,low,low,low,low,high,medium,low,high,medium,high,medium,medium,2.1287312507629395,0.6848375797271729,high,high
Rwanda,2018,low,low,low,medium,high,medium,low,high,medium,high,medium,medium,2.3322699069976807,0.6549394726753235,high,high
Rwanda,2019,low,low,low,medium,high,medium,low,medium,high,high,medium,medium,2.6116364002227783,0.7991171479225159,high,high
Saudi Arabia,2016,high,high,high,medium,medium,low,medium,high,medium,medium,low,medium,2.0700845718383794,0.3197574615478516,medium,high
Saudi Arabia,2017,high,high,medium,medium,medium,low,medium,high,medium,medium,low,medium,2.508923053741455,0.39860349893569946,medium,medium
Saudi Arabia,2018,high,high,high,medium,high,low,medium,high,medium,medium,low,medium,2.324450969696045,0.3656871020793915,medium,medium
Saudi Arabia,2019,high,high,high,medium,high,low,medium,medium,low,medium,low,medium,2.421713829040528,0.36909350752830505,medium,medium
Senegal,2016,low,low,medium,low,medium,low,high,high,low,medium,medium,medium,1.815144658088684,0.395066112279892,medium,medium
Senegal,2017,low,low,medium,low,medium,medium,high,medium,medium,medium,medium,medium,2.0076375007629395,0.4287052750587464,medium,medium
Senegal,2018,low,low,medium,low,low,medium,high,medium,low,medium,medium,medium,1.9640820026397705,0.4118109941482544,medium,medium
Senegal,2019,medium,low,low,low,medium,medium,high,high,medium,medium,medium,medium,2.9525442123413086,0.5379278063774109,medium,medium
Serbia,2016,medium,medium,high,medium,low,medium,high,low,medium,medium,medium,medium,2.436187744140625,0.4234819412231445,medium,low
Serbia,2017,medium,medium,high,medium,medium,medium,high,low,medium,medium,medium,medium,2.3945095539093018,0.4674921929836273,medium,low
Serbia,2018,medium,medium,medium,medium,medium,low,high,low,medium,medium,medium,medium,2.24608850479126,0.3783527314662933,medium,low
Serbia,2019,high,medium,high,medium,medium,medium,high,low,low,medium,medium,medium,2.254280805587769,0.3611814975738525,medium,low
Sierra Leone,2016,low,low,low,low,medium,medium,high,low,high,high,medium,low,3.5278203487396236,0.7453740239143372,medium,high
Sierra Leone,2017,low,low,low,low,medium,medium,high,low,high,high,medium,low,2.595259189605713,0.6346055865287781,medium,high
Sierra Leone,2018,low,low,low,low,medium,medium,high,low,high,high,medium,low,3.0480840206146236,0.7079211473464966,medium,high
Sierra Leone,2019,low,low,low,low,medium,medium,high,low,high,high,medium,low,2.609865427017212,0.7570573091506958,medium,high
Singapore,2016,medium,high,high,high,high,medium,low,high,low,high,high,high,1.302087903022766,0.2158104032278061,medium,medium
Singapore,2017,high,high,high,high,high,medium,low,high,low,high,high,high,1.41807222366333,0.22232280671596527,medium,medium
Singapore,2018,high,high,high,high,high,medium,low,high,low,high,high,high,1.577076435089111,0.2474014461040497,medium,medium
Singapore,2019,high,high,high,high,high,medium,low,medium,low,high,high,high,1.5281410217285156,0.2395821362733841,medium,medium
Slovakia,2016,medium,high,high,medium,medium,medium,high,high,low,low,high,medium,1.9160094261169436,0.3196991980075836,low,low
Slovakia,2017,high,high,high,medium,medium,medium,high,high,low,low,high,medium,1.89752197265625,0.2980943024158478,low,low
Slovakia,2018,high,high,high,medium,medium,low,high,high,low,low,high,medium,1.7750695943832395,0.284689337015152,low,low
Slovakia,2019,high,high,high,high,medium,low,high,high,low,low,high,medium,1.926961064338684,0.3086382746696472,low,low
Slovenia,2016,medium,high,high,high,high,medium,high,medium,medium,low,high,high,2.107287883758545,0.3549522161483765,low,low
Slovenia,2017,medium,high,high,high,high,medium,high,low,medium,low,high,high,1.9823006391525269,0.3214452564716339,low,low
Slovenia,2018,high,high,high,high,high,low,high,medium,medium,low,high,high,1.9465738534927368,0.3114807605743408,low,low
Slovenia,2019,high,high,high,high,high,low,high,medium,low,low,high,high,1.891706466674805,0.2838152647018433,low,low
South Africa,2016,low,medium,high,low,medium,medium,high,high,medium,medium,medium,medium,2.7798213958740234,0.5828036069869995,high,medium
South Africa,2017,low,medium,high,low,medium,low,high,high,medium,medium,medium,medium,2.419569492340088,0.5360554456710815,high,medium
South Africa,2018,medium,medium,medium,low,medium,medium,high,high,medium,medium,medium,medium,2.712254762649536,0.5553435683250427,high,high
South Africa,2019,medium,medium,medium,low,medium,low,high,high,medium,medium,medium,medium,3.166104793548584,0.6288362741470337,high,medium
South Korea,2016,medium,high,medium,high,low,medium,high,medium,low,low,high,high,2.129230737686157,0.3566213548183441,low,medium
South Korea,2017,medium,high,medium,high,low,medium,high,medium,low,low,high,high,2.0757296085357666,0.3533826172351837,low,medium
South Korea,2018,medium,high,medium,high,low,low,high,medium,low,low,high,high,2.0438473224639893,0.34995999932289124,low,medium
South Korea,2019,medium,high,medium,high,medium,medium,medium,medium,low,low,high,high,2.0917863845825195,0.3543708920478821,low,medium
Spain,2016,high,high,high,high,medium,medium,high,medium,medium,low,high,high,1.6061495542526243,0.25419339537620544,low,medium
Spain,2017,high,high,high,high,medium,medium,high,medium,medium,low,high,high,1.8057217597961424,0.2898349165916443,low,low
Spain,2018,high,high,high,high,medium,medium,high,medium,medium,low,high,high,1.6670770645141602,0.25594690442085266,low,low
Spain,2019,high,high,high,high,medium,medium,medium,medium,medium,low,high,high,1.7528568506240845,0.2714472413063049,low,low
Sri Lanka,2017,low,medium,medium,medium,high,medium,high,high,medium,medium,medium,medium,2.230376005172729,0.5149859189987183,medium,medium
Sri Lanka,2018,low,medium,medium,medium,high,medium,high,high,medium,medium,medium,medium,2.3634207248687744,0.5328992009162903,medium,medium
Sri Lanka,2019,low,medium,medium,medium,high,medium,high,high,medium,medium,medium,medium,2.5367207527160645,0.6020746827125549,medium,medium
Sweden,2016,high,high,high,high,high,medium,low,high,low,medium,high,high,1.6304998397827148,0.22127240896224976,low,medium
Sweden,2017,high,high,high,high,high,medium,low,high,low,medium,high,high,1.7771768569946291,0.2438897341489792,low,low
Sweden,2018,high,high,high,high,high,medium,low,high,low,medium,high,high,1.6015219688415527,0.2171616405248642,low,low
Sweden,2019,high,high,high,high,high,medium,low,high,low,medium,high,high,1.5986213684082031,0.21608561277389526,low,low
Switzerland,2016,high,high,high,high,high,medium,low,high,low,high,high,high,1.6944100856781006,0.2271777987480164,low,medium
Switzerland,2017,high,high,high,high,high,medium,low,high,low,high,high,high,1.544615626335144,0.2066764384508133,low,low
Switzerland,2018,high,high,high,high,high,medium,low,high,low,high,high,high,1.6396318674087524,0.2183675765991211,low,low
Switzerland,2019,high,high,high,high,high,medium,low,high,low,high,high,high,1.4551560878753662,0.1891232430934906,low,low
Taiwan Province of China,2016,high,high,high,medium,medium,medium,high,high,low,low,high,high,1.9649697542190552,0.3017065525054932,medium,medium
Taiwan Province of China,2017,high,high,high,medium,medium,medium,medium,high,low,low,high,high,1.8696022033691408,0.2939879894256592,medium,low
Taiwan Province of China,2018,high,high,high,medium,medium,medium,medium,high,low,low,high,high,1.69088613986969,0.26146355271339417,medium,low
Taiwan Province of China,2019,high,high,high,medium,medium,medium,medium,high,low,medium,high,high,1.7329782247543335,0.26509934663772583,medium,low
Tajikistan,2016,medium,low,high,medium,medium,medium,medium,medium,low,high,low,low,1.673879861831665,0.3279724419116974,low,low
Tajikistan,2017,medium,low,low,medium,high,medium,medium,low,medium,high,low,low,2.212850570678711,0.3796125650405884,low,low
Tajikistan,2018,medium,low,high,medium,medium,medium,medium,medium,low,high,low,low,1.955125093460083,0.3556409478187561,low,low
Tajikistan,2019,medium,low,high,medium,medium,medium,low,medium,low,high,low,low,1.7517704963684082,0.3206013143062592,low,low
Tanzania,2016,low,low,low,low,medium,medium,medium,medium,low,high,medium,medium,2.513808488845825,0.8660140037536621,medium,high
Tanzania,2017,low,low,low,low,medium,medium,medium,medium,medium,high,medium,low,2.6836674213409424,0.8017837405204773,medium,medium
Tanzania,2018,low,low,low,low,medium,medium,medium,high,low,high,medium,low,2.6656835079193115,0.7737780809402466,medium,medium
Tanzania,2019,low,low,low,low,high,medium,medium,medium,low,high,medium,low,2.9893455505371094,0.8212138414382935,medium,medium
Thailand,2016,medium,medium,high,medium,high,high,high,high,low,medium,low,medium,2.232674598693848,0.36760076880455017,medium,medium
Thailand,2017,medium,medium,high,medium,high,high,high,high,low,medium,medium,medium,2.243722438812256,0.3778013288974762,medium,medium
Thailand,2018,medium,medium,high,medium,high,high,high,high,low,medium,medium,medium,2.105742692947388,0.35028213262557983,medium,medium
Thailand,2019,medium,medium,high,medium,high,high,high,high,low,medium,low,medium,2.267221689224243,0.3764803409576416,medium,medium
Togo,2016,low,low,low,low,medium,medium,high,low,high,medium,medium,low,2.548235893249512,0.6570025682449341,medium,medium
Togo,2017,low,low,low,low,medium,medium,medium,low,high,medium,medium,low,2.49483060836792,0.5721032023429871,medium,medium
Togo,2018,low,low,low,low,low,medium,high,low,high,low,medium,low,2.110910177230835,0.5247241854667664,medium,medium
Togo,2019,low,low,low,low,low,medium,medium,low,high,medium,medium,low,3.0315980911254883,0.7253504991531372,medium,medium
Tunisia,2016,low,medium,low,medium,low,low,high,low,high,low,medium,medium,2.1329026222229004,0.471729427576065,medium,medium
Tunisia,2017,low,medium,medium,medium,low,low,high,low,high,low,medium,medium,2.214817523956299,0.5370110273361206,medium,medium
Tunisia,2018,low,medium,medium,medium,low,low,high,low,high,low,medium,medium,2.1799788475036617,0.4598013162612915,medium,medium
Tunisia,2019,low,medium,low,medium,low,low,high,low,high,low,medium,medium,2.650857448577881,0.6142671704292297,medium,medium
Turkey,2016,medium,high,high,medium,low,medium,medium,low,high,medium,low,medium,2.388296365737915,0.4484034776687622,medium,low
Turkey,2017,medium,high,high,medium,low,low,medium,low,medium,medium,low,medium,1.6263285875320437,0.2900396883487701,medium,low
Turkey,2018,medium,high,medium,medium,low,low,high,low,medium,medium,low,medium,2.1461520195007324,0.4138604998588562,medium,low
Turkey,2019,medium,high,medium,medium,low,low,medium,low,high,medium,low,medium,2.3976671695709233,0.4921245872974396,medium,low
Turkmenistan,2016,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,low,low,1.154060959815979,0.196033775806427,medium,low
Turkmenistan,2017,medium,medium,high,medium,medium,medium,medium,low,medium,medium,low,low,1.4321781396865845,0.2738836109638214,medium,low
Turkmenistan,2018,low,medium,high,medium,high,high,medium,low,low,medium,low,low,1.1984765529632568,0.25937673449516296,medium,low
Turkmenistan,2019,medium,medium,high,medium,high,high,medium,low,low,medium,low,low,1.6165198087692259,0.29529252648353577,medium,low
Uganda,2016,low,low,medium,low,medium,medium,high,medium,high,high,medium,low,3.0954949855804443,0.7312317490577698,medium,high
Uganda,2017,low,low,medium,low,medium,medium,high,medium,high,medium,medium,low,2.673379421234131,0.6682584881782532,medium,high
Uganda,2018,low,low,medium,low,medium,medium,high,medium,high,medium,medium,low,3.033911943435669,0.70201575756073,medium,high
Uganda,2019,medium,low,medium,low,medium,medium,high,medium,high,medium,medium,low,3.198946714401245,0.6465063691139221,medium,high
Ukraine,2016,low,medium,high,medium,low,medium,high,low,low,low,low,low,2.041719675064087,0.5067948698997498,low,medium
Ukraine,2017,low,medium,high,medium,low,medium,high,low,low,low,low,low,2.2553834915161133,0.5231612920761108,low,medium
Ukraine,2018,low,medium,high,medium,low,medium,high,low,low,low,medium,low,2.111562490463257,0.4529394507408142,low,low
Ukraine,2019,low,medium,high,medium,medium,medium,high,medium,low,low,low,low,2.18390154838562,0.464485764503479,low,medium
United Arab Emirates,2016,high,high,medium,medium,high,medium,medium,high,low,medium,medium,high,2.145559549331665,0.31409385800361633,medium,medium
United Arab Emirates,2017,high,high,medium,medium,high,high,medium,high,low,medium,medium,high,2.030040740966797,0.2883818447589874,medium,high
United Arab Emirates,2018,high,high,medium,medium,high,medium,medium,high,medium,medium,medium,high,2.214761972427368,0.3353797793388367,medium,high
United Arab Emirates,2019,high,high,high,medium,high,medium,medium,high,medium,medium,medium,high,2.308499813079834,0.3439986109733581,medium,high
United Kingdom,2016,high,high,high,high,high,high,low,high,low,low,high,high,1.628819704055786,0.23867996037006375,low,low
United Kingdom,2017,high,high,high,high,medium,high,low,high,low,medium,high,high,1.6154502630233765,0.22742335498332975,low,low
United Kingdom,2018,high,high,high,high,high,high,low,high,low,medium,high,high,1.6989500522613523,0.2348742634057999,low,medium
United Kingdom,2019,high,high,high,high,high,high,low,high,low,low,high,high,1.6271902322769165,0.22735166549682614,low,medium
United States,2016,high,high,high,medium,medium,medium,medium,high,medium,low,high,high,1.9722027778625488,0.2898763716220856,medium,high
United States,2017,high,high,high,medium,high,high,medium,high,medium,low,high,high,1.880687952041626,0.26898637413978577,medium,high
United States,2018,high,high,high,medium,high,medium,medium,high,medium,low,high,high,2.1193740367889404,0.3079283833503723,medium,high
United States,2019,high,high,high,medium,high,medium,medium,high,low,low,high,high,1.7896699905395508,0.2577400505542755,medium,high
Uruguay,2016,medium,medium,high,medium,high,medium,medium,high,medium,medium,high,high,2.3182334899902344,0.3756362199783325,medium,medium
Uruguay,2017,high,medium,high,medium,high,low,medium,high,medium,medium,high,high,2.2885987758636475,0.3612050414085388,medium,medium
Uruguay,2018,high,high,high,medium,high,low,medium,high,medium,low,high,high,2.217172384262085,0.3479710817337036,medium,medium
Uruguay,2019,high,high,high,medium,high,low,medium,high,low,medium,high,high,2.077847957611084,0.3148093819618225,medium,medium
Uzbekistan,2016,medium,medium,high,medium,high,high,low,high,low,high,low,low,2.330657482147217,0.39552685618400574,low,medium
Uzbekistan,2017,high,medium,high,medium,high,medium,low,high,low,high,low,low,2.3676888942718506,0.3687157332897186,low,medium
Uzbekistan,2018,high,medium,high,medium,high,high,medium,high,low,high,low,low,2.4264378547668457,0.3910166025161743,low,medium
Uzbekistan,2019,medium,medium,high,medium,high,high,medium,high,low,high,low,low,2.4374732971191406,0.3960763216018677,low,medium
Venezuela,2016,low,medium,high,medium,low,low,high,medium,high,low,low,low,2.6492996215820312,0.655586302280426,high,medium
Venezuela,2017,medium,medium,high,medium,low,low,high,medium,high,low,low,low,2.912966012954712,0.5744644403457642,high,medium
Venezuela,2018,medium,medium,high,medium,low,low,high,high,high,low,low,low,2.891930341720581,0.5777316689491272,high,medium
Venezuela,2019,medium,medium,high,medium,low,low,high,high,medium,low,low,low,3.033440113067627,0.5970394611358643,high,medium
Vietnam,2016,medium,medium,high,medium,high,low,high,low,low,medium,medium,medium,1.7678194046020508,0.34921494126319885,medium,medium
Vietnam,2017,medium,medium,medium,medium,high,medium,high,medium,low,medium,medium,medium,1.7508360147476196,0.33830758929252625,medium,medium
Vietnam,2018,medium,medium,medium,medium,high,medium,high,medium,low,medium,medium,medium,1.6764484643936155,0.3165770173072815,medium,medium
Vietnam,2019,medium,medium,medium,medium,high,low,high,high,low,medium,medium,medium,1.8895533084869385,0.3456003963947296,medium,medium
Yemen,2016,low,low,medium,low,low,low,high,low,low,low,low,low,2.1055254936218257,0.550373375415802,medium,medium
Yemen,2017,low,low,medium,low,low,low,high,low,medium,low,low,low,2.1785440444946294,0.6695877909660339,medium,low
Yemen,2018,low,low,medium,low,low,low,high,low,medium,low,low,low,2.402007579803467,0.7856080532073975,medium,medium
Yemen,2019,low,low,high,low,low,low,high,low,low,low,low,low,2.5823514461517334,0.6152978539466858,medium,medium
Zambia,2016,low,low,medium,low,medium,medium,medium,medium,high,high,medium,medium,3.197226285934448,0.7354097962379456,high,high
Zambia,2017,low,low,medium,low,high,medium,medium,medium,high,high,medium,low,2.650283098220825,0.6738960146903992,high,high
Zambia,2018,low,low,medium,low,medium,medium,high,medium,medium,medium,medium,low,2.7834186553955083,0.6887113451957703,high,high
Zambia,2019,low,low,low,low,medium,medium,high,medium,high,medium,medium,low,2.8601720333099365,0.864937424659729,high,medium
Zimbabwe,2016,low,low,medium,low,medium,low,medium,medium,low,high,medium,low,2.7763631343841557,0.7432572245597839,medium,high
Zimbabwe,2017,low,low,medium,low,medium,low,medium,high,low,high,low,low,2.6568479537963867,0.7302442789077759,medium,high
Zimbabwe,2018,low,low,medium,low,medium,medium,high,medium,low,medium,medium,low,2.498695611953736,0.6909192800521851,medium,medium
Zimbabwe,2019,low,low,medium,low,low,medium,high,medium,low,medium,low,low,2.646357774734497,0.9824893474578856,medium,high
